,PWSID,Reporting_Month,Production_Reported,Percent_Residential_Use,Population_Served,R_GPCD_Reported,Hydrologic_Region,County
17155,CA5610018,2018-03-15,129069581.1,68,38703,73.3,South Coast,VENTURA
17156,CA5610018,2018-02-15,223827051.9,60.7,38703,125.6,South Coast,VENTURA
17157,CA5610018,2018-01-15,205188374.7,65.6,38703,112.4,South Coast,VENTURA
17158,CA5610018,2017-12-15,275572190.7,60.2,38703,138.5,South Coast,VENTURA
17159,CA5610018,2017-11-15,256509907.2,60.5,38703,133.7,South Coast,VENTURA
17160,CA5610018,2017-10-15,324482425.8,58.4,38703,157.9,South Coast,VENTURA
17161,CA5610018,2017-09-15,325720659.6,57.2,38703,160.5,South Coast,VENTURA
17162,CA5610018,2017-08-15,355014664.5,56.8,38703,168.4,South Coast,VENTURA
17163,CA5610018,2017-07-15,358468685.1,57.1,38703,170.6,South Coast,VENTURA
17164,CA5610018,2017-06-15,321582351.9,58.8,38703,162.9,South Coast,VENTURA
17165,CA5610018,2017-05-15,307081982.4,58.1,38703,148.7,South Coast,VENTURA
17166,CA5610018,2017-04-15,262831416.6,61.5,38703,139.4,South Coast,VENTURA
17167,CA5610018,2017-03-15,182802411,73.6,38703,106,South Coast,VENTURA
17168,CA5610018,2017-02-15,90391067.4,73.7,38703,61.5,South Coast,VENTURA
17169,CA5610018,2017-01-15,100785714.3,77.7,38703,65.3,South Coast,VENTURA
17170,CA5610018,2016-12-15,158689437,68.4,38703,90.5,South Coast,VENTURA
17171,CA5610018,2016-11-15,215322340.8,60.8,38703,112.8,South Coast,VENTURA
17172,CA5610018,2016-10-15,265405639.5,58.7,38703,129.8,South Coast,VENTURA
17173,CA5610018,2016-09-15,309297769.2,58.1,38703,154.8,South Coast,VENTURA
17174,CA5610018,2016-08-15,332074754.1,54.6,38703,151.1,South Coast,VENTURA
17175,CA5610018,2016-07-15,336310817.1,55.2,38703,154.7,South Coast,VENTURA
17176,CA5610018,2016-06-15,302031291.9,56.1,38703,145.9,South Coast,VENTURA
17177,CA5610018,2016-05-15,255108747.9,60.2,38703,128,South Coast,VENTURA
17178,CA5610018,2016-04-15,215354925.9,64.1,38703,115.1,South Coast,VENTURA
17179,CA5610018,2016-03-15,167063807.7,68.1,38703,94.8,South Coast,VENTURA
17180,CA5610018,2016-02-15,181010230.5,65.7,38703,106,South Coast,VENTURA
17181,CA5610018,2016-01-15,121640178.3,67.4,38703,68.3,South Coast,VENTURA
17182,CA5610018,2015-12-15,211575054.3,57.1,38703,100.7,South Coast,VENTURA
17183,CA5610018,2015-11-15,246897302.7,54.8,38703,116.5,South Coast,VENTURA
17184,CA5610018,2015-10-15,290268070.8,52.3,38703,130.2,South Coast,VENTURA
17185,CA5610018,2015-09-15,291050113.2,52.3,38703,131.1,South Coast,VENTURA
17186,CA5610018,2015-08-15,323211606.9,54.8,38703,147.6,South Coast,VENTURA
17187,CA5610018,2015-07-15,283392614.7,53.2,38703,125.7,South Coast,VENTURA
17188,CA5610018,2015-06-15,296100803.7,55.1,38703,140.5,South Coast,VENTURA
17189,CA5610018,2015-05-15,335039998.2,57.1,38703,127.7,South Coast,VENTURA
17190,CA5610018,2015-04-15,284402752.8,56.2,38703,137.7,South Coast,VENTURA
17191,CA5610018,2015-03-15,240673548.6,63.1,38703,126.6,South Coast,VENTURA
17192,CA5610018,2015-02-15,178892199,63.9,38703,105.5,South Coast,VENTURA
17193,CA5610018,2015-01-15,188928409.8,64.1,38703,100.9,South Coast,VENTURA
17194,CA5610018,2014-12-15,120141263.7,62.7,38703,62.8,South Coast,VENTURA
17195,CA5610018,2014-11-15,258986374.8,56.9,38703,126.9,South Coast,VENTURA
17196,CA5610018,2014-10-15,346835804.4,51.6,38703,149.2,South Coast,VENTURA
17197,CA5610018,2014-09-15,364138492.5,54.6,38703,171.2,South Coast,VENTURA
17198,CA5610018,2014-08-15,385840169.1,53.5,38703,172.1,South Coast,VENTURA
17199,CA5610018,2014-07-15,398157336.9,55,38703,182.5,South Coast,VENTURA
17200,CA5610018,2014-06-15,376227564.6,55.5,38703,179.8,South Coast,VENTURA
17201,CA4310022,2020-05-15,334982648.4,76.119,106450,77.269,San Francisco Bay,SANTA CLARA
17202,CA4310022,2020-04-15,249648136.8,76.119,106450,59.505,San Francisco Bay,SANTA CLARA
17203,CA4310022,2020-03-15,244470364.5,76,106450,56.303,San Francisco Bay,SANTA CLARA
17204,CA4310022,2020-02-15,216918033.1,76,103590,54.053,San Francisco Bay,SANTA CLARA
17205,CA4310022,2020-01-15,193333589.5,76,103590,45.755,San Francisco Bay,SANTA CLARA
17206,CA4310022,2019-12-15,197442896.4,76,103590,46.728,San Francisco Bay,SANTA CLARA
17207,CA4310022,2019-11-15,274246954.7,76,103590,67.068,San Francisco Bay,SANTA CLARA
17208,CA4310022,2019-10-15,327105526.4,76,103590,77.414,San Francisco Bay,SANTA CLARA
17209,CA4310022,2019-09-15,351548261.6,76,103590,85.972,San Francisco Bay,SANTA CLARA
17210,CA4310022,2019-08-15,384857402.5,76,103590,91.082,San Francisco Bay,SANTA CLARA
17211,CA4310022,2019-07-15,384716309,76,103590,84,San Francisco Bay,SANTA CLARA
17212,CA4310022,2019-06-15,355396236,76,103590,86.482,San Francisco Bay,SANTA CLARA
17213,CA4310022,2019-05-15,309412794.6,76,103590,73.227,San Francisco Bay,SANTA CLARA
17214,CA4310022,2019-04-15,239182454.4,76,103590,58.493,San Francisco Bay,SANTA CLARA
17215,CA4310022,2019-03-15,195097746.8,76,103590,46.173,San Francisco Bay,SANTA CLARA
17216,CA4310022,2019-02-15,171616597.9,76,103590,44.967,San Francisco Bay,SANTA CLARA
17217,CA4310022,2019-01-15,195872946.3,76,103590,46.356,San Francisco Bay,SANTA CLARA
17218,CA4310022,2018-12-15,200376533,76,103590,47.422,San Francisco Bay,SANTA CLARA
17219,CA4310022,2018-11-15,260382972.2,76,103590,63.678,San Francisco Bay,SANTA CLARA
17220,CA4310022,2018-10-15,314689951.5,76,103590,74.476,San Francisco Bay,SANTA CLARA
17221,CA4310022,2018-09-15,336253141.5,76,103590,82.232,San Francisco Bay,SANTA CLARA
17222,CA4310022,2018-08-15,373091574.6,76,103590,88.298,San Francisco Bay,SANTA CLARA
17223,CA4310022,2018-07-15,374850518.3,76,103590,88.714,San Francisco Bay,SANTA CLARA
17224,CA4310022,2018-06-15,350820310.4,76,102161,86.994,San Francisco Bay,SANTA CLARA
17225,CA4310022,2018-05-15,312516851.2,76,102161,74.996,San Francisco Bay,SANTA CLARA
17226,CA4310022,2018-04-15,227217205.7,76,102161,56.344,San Francisco Bay,SANTA CLARA
17227,CA4310022,2018-03-15,203654594,78,102161,50.158,San Francisco Bay,SANTA CLARA
17228,CA4310022,2018-02-15,198729030.3,78,102161,54.189,San Francisco Bay,SANTA CLARA
17229,CA4310022,2018-01-15,196046624.9,78,102161,48.284,San Francisco Bay,SANTA CLARA
17230,CA4310022,2017-12-15,214647177.5,78,102161,52.866,San Francisco Bay,SANTA CLARA
17231,CA4310022,2017-11-15,223012424.4,78,102161,56.757,San Francisco Bay,SANTA CLARA
17232,CA4310022,2017-10-15,314552442.4,78,102161,77.471,San Francisco Bay,SANTA CLARA
17233,CA4310022,2017-09-15,349128166.2,78,102161,88.853,San Francisco Bay,SANTA CLARA
17234,CA4310022,2017-08-15,372523942.1,78,102161,91.749,San Francisco Bay,SANTA CLARA
17235,CA4310022,2017-07-15,376439041.9,78,102161,92.713,San Francisco Bay,SANTA CLARA
17236,CA4310022,2017-06-15,344196737.2,78,102161,87.598,San Francisco Bay,SANTA CLARA
17237,CA4310022,2017-05-15,317970945.3,78,102161,78.313,San Francisco Bay,SANTA CLARA
17238,CA4310022,2017-04-15,208101482.6,78,102161,52.962,San Francisco Bay,SANTA CLARA
17239,CA4310022,2017-03-15,192191481.7,78,102161,47.335,San Francisco Bay,SANTA CLARA
17240,CA4310022,2017-02-15,162688932.2,78,102161,44.362,San Francisco Bay,SANTA CLARA
17241,CA4310022,2017-01-15,181841802.3,78,102161,44.786,San Francisco Bay,SANTA CLARA
17242,CA4310022,2016-12-15,183298030.4,78,100731,45.785,San Francisco Bay,SANTA CLARA
17243,CA4310022,2016-11-15,192296405.7,78,100731,49.634,San Francisco Bay,SANTA CLARA
17244,CA4310022,2016-10-15,255849407.2,78,100731,63.908,San Francisco Bay,SANTA CLARA
17245,CA4310022,2016-09-15,303519779.3,78,100731,78.342,San Francisco Bay,SANTA CLARA
17246,CA4310022,2016-08-15,331209945.5,78,100523,82.903,San Francisco Bay,SANTA CLARA
17247,CA4310022,2016-07-15,318197737.6,78,100523,79.646,San Francisco Bay,SANTA CLARA
17248,CA4310022,2016-06-15,322407080.8,78,100523,83.39,San Francisco Bay,SANTA CLARA
17249,CA4310022,2016-05-15,265064147.7,78,100523,66.35,San Francisco Bay,SANTA CLARA
17250,CA4310022,2016-04-15,207756080.6,78,100523,53.736,San Francisco Bay,SANTA CLARA
17251,CA4310022,2016-03-15,183433584.4,78,100523,45.914,San Francisco Bay,SANTA CLARA
17252,CA4310022,2016-02-15,167567573.3,78,100523,44.835,San Francisco Bay,SANTA CLARA
17253,CA4310022,2016-01-15,173128546.5,78,99199,43.913,San Francisco Bay,SANTA CLARA
17254,CA4310022,2015-12-15,179150924.7,78,99199,45.441,San Francisco Bay,SANTA CLARA
17255,CA4310022,2015-11-15,189614977.9,78,99199,49.698,San Francisco Bay,SANTA CLARA
17256,CA4310022,2015-10-15,254308457.8,78,99199,64.5,San Francisco Bay,SANTA CLARA
17257,CA4310022,2015-09-15,273254412.5,78,99199,69.071,San Francisco Bay,SANTA CLARA
17258,CA4310022,2015-08-15,291968361.3,78,99199,74.056,San Francisco Bay,SANTA CLARA
17259,CA4310022,2015-07-15,296535163.1,78,99199,72.634,San Francisco Bay,SANTA CLARA
17260,CA4310022,2015-06-15,277203400.8,78,99199,70.18,San Francisco Bay,SANTA CLARA
17261,CA4310022,2015-05-15,258518126.9,78,99199,65.82,San Francisco Bay,SANTA CLARA
17262,CA4310022,2015-04-15,249768375.9,78,99199,62.355,San Francisco Bay,SANTA CLARA
17263,CA4310022,2015-03-15,246071922.1,78,99199,59.45,San Francisco Bay,SANTA CLARA
17264,CA4310022,2015-02-15,192171279,78,97958,52.05,San Francisco Bay,SANTA CLARA
17265,CA4310022,2015-01-15,205524001.2,78,97958,52.79,San Francisco Bay,SANTA CLARA
17266,CA4310022,2014-12-15,189900423.3,78,97958,46.46,San Francisco Bay,SANTA CLARA
17267,CA4310022,2014-11-15,226808914.4,78,97958,60.2,San Francisco Bay,SANTA CLARA
17268,CA4310022,2014-10-15,301416411.1,78,97958,77.42,San Francisco Bay,SANTA CLARA
17269,CA4310022,2014-09-15,331713711.2,78,97958,88.04,San Francisco Bay,SANTA CLARA
17270,CA3710005,2020-05-15,432176181.3,78,88422,123.01,South Coast,SAN DIEGO
17271,CA3710005,2020-04-15,269902383.3,74,88422,72.83,South Coast,SAN DIEGO
17272,CA3710005,2020-03-15,257976236.7,67,88422,62.92,South Coast,SAN DIEGO
17273,CA3710005,2020-02-15,290789432.4,70,88422,74.02,South Coast,SAN DIEGO
17274,CA3710005,2020-01-15,306137014.5,71,88422,79.27,South Coast,SAN DIEGO
17275,CA3710005,2019-12-15,257813311.2,68,88422,63.62,South Coast,SAN DIEGO
17276,CA3710005,2019-11-15,371893746.3,64,88422,89.5,South Coast,SAN DIEGO
17277,CA3710005,2019-10-15,469486120.8,64,88422,110.39,South Coast,SAN DIEGO
17278,CA3710005,2019-09-15,467433259.5,64,88422,111.54,South Coast,SAN DIEGO
17279,CA3710005,2019-08-15,509761304.4,63,88422,117.72,South Coast,SAN DIEGO
17280,CA3710005,2019-07-15,488972010.6,64,88422,114.59,South Coast,SAN DIEGO
17281,CA3710005,2019-06-15,429243522.3,65,88422,105.76,South Coast,SAN DIEGO
17282,CA3710005,2019-05-15,373816267.2,64,88422,87.28,South Coast,SAN DIEGO
17283,CA3710005,2019-04-15,399330400.5,66,88422,99.24,South Coast,SAN DIEGO
17284,CA3710005,2019-03-15,289681539,68,88422,72.08,South Coast,SAN DIEGO
17285,CA3710005,2019-02-15,226824881.1,69,88422,60.76,South Coast,SAN DIEGO
17286,CA3710005,2019-01-15,284304997.5,69,88422,71.98,South Coast,SAN DIEGO
17287,CA3710005,2018-12-15,303888642.6,65,88422,71.97,South Coast,SAN DIEGO
17288,CA3710005,2018-11-15,421977045,62,88422,101.55,South Coast,SAN DIEGO
17289,CA3710005,2018-10-15,449837305.5,62,88422,101.55,South Coast,SAN DIEGO
17290,CA3710005,2018-09-15,484931458.2,60,88422,109.75,South Coast,SAN DIEGO
17291,CA3710005,2018-08-15,557270380.2,62,88422,125.16,South Coast,SAN DIEGO
17292,CA3710005,2018-07-15,602465913.9,62,88422,137.28,South Coast,SAN DIEGO
17293,CA3710005,2018-06-15,483399958.5,62,88422,113.66,South Coast,SAN DIEGO
17294,CA3710005,2018-05-15,460851069.3,62,88422,104.64,South Coast,SAN DIEGO
17295,CA3710005,2018-04-15,417317375.7,66,88422,104.18,South Coast,SAN DIEGO
17296,CA3710005,2018-03-15,323276777.1,65,88422,76.41,South Coast,SAN DIEGO
17297,CA3710005,2018-02-15,361108078.2,67,88422,94.12,South Coast,SAN DIEGO
17298,CA3710005,2018-01-15,357165281.1,65,88422,84.6,South Coast,SAN DIEGO
17299,CA3710005,2017-12-15,416926354.5,65,88422,99.6,South Coast,SAN DIEGO
17300,CA3710005,2017-11-15,410181238.8,63,88422,97.04,South Coast,SAN DIEGO
17301,CA3710005,2017-10-15,598686042.3,64,88422,139.4,South Coast,SAN DIEGO
17302,CA3710005,2017-09-15,467889450.9,63,88422,110.85,South Coast,SAN DIEGO
17303,CA3710005,2017-08-15,513313080.3,62,88422,116.54,South Coast,SAN DIEGO
17304,CA3710005,2017-07-15,518103090,63,88422,118.54,South Coast,SAN DIEGO
17305,CA3710005,2017-06-15,463425292.2,64,86596,113.79,South Coast,SAN DIEGO
17306,CA3710005,2017-05-15,444297838.5,62.66,86596,103.71,South Coast,SAN DIEGO
17307,CA3710005,2017-04-15,439540413.9,64,86596,108.29,South Coast,SAN DIEGO
17308,CA3710005,2017-03-15,334257955.8,67.22,86596,83.71,South Coast,SAN DIEGO
17309,CA3710005,2017-02-15,228063114.9,70,86596,63.73,South Coast,SAN DIEGO
17310,CA3710005,2017-01-15,250970440.2,70,86596,65.77,South Coast,SAN DIEGO
17311,CA3710005,2016-12-15,305387557.2,65,86596,73.94,South Coast,SAN DIEGO
17312,CA3710005,2016-11-15,391477391.4,63,86596,95.23,South Coast,SAN DIEGO
17313,CA3710005,2016-10-15,455050921.5,64,86596,108.9,South Coast,SAN DIEGO
17314,CA3710005,2016-09-15,443320285.5,60,86596,103,South Coast,SAN DIEGO
17315,CA3710005,2016-08-15,518103090,61,86596,117.6,South Coast,SAN DIEGO
17316,CA3710005,2016-07-15,499464412.8,62,86596,115.27,South Coast,SAN DIEGO
17317,CA3710005,2016-06-15,436021223.1,61,86596,103,South Coast,SAN DIEGO
17318,CA3710005,2016-05-15,442310147.4,62,86596,102.8,South Coast,SAN DIEGO
17319,CA3710005,2016-04-15,374826405.3,64,86596,92.24,South Coast,SAN DIEGO
17320,CA3710005,2016-03-15,298446930.9,63,86596,70.9,South Coast,SAN DIEGO
17321,CA3710005,2016-02-15,297469377.9,68,86596,80.55,South Coast,SAN DIEGO
17322,CA3710005,2016-01-15,266643873.3,68,86596,67.77,South Coast,SAN DIEGO
17323,CA3710005,2015-12-15,315684448.8,65,86596,76.06,South Coast,SAN DIEGO
17324,CA3710005,2015-11-15,358664195.7,64,86596,88.76,South Coast,SAN DIEGO
17325,CA3710005,2015-10-15,399493326,63,84838,98.99,South Coast,SAN DIEGO
17326,CA3710005,2015-09-15,401448432,63,84838,99.17,South Coast,SAN DIEGO
17327,CA3710005,2015-08-15,446806891.2,62,84838,105.59,South Coast,SAN DIEGO
17328,CA3710005,2015-07-15,416209482.3,62,84838,98.35,South Coast,SAN DIEGO
17329,CA3710005,2015-06-15,424649023.2,65,84838,107.94,South Coast,SAN DIEGO
17330,CA3710005,2015-05-15,379225393.8,62,84838,88.74,South Coast,SAN DIEGO
17331,CA3710005,2015-04-15,433903191.6,65,84838,110.08,South Coast,SAN DIEGO
17332,CA3710005,2015-03-15,419044386,64,84838,101.97,South Coast,SAN DIEGO
17333,CA3710005,2015-02-15,356513579.1,66,84838,99.05,South Coast,SAN DIEGO
17334,CA3710005,2015-01-15,331618562.7,70,84838,88.29,South Coast,SAN DIEGO
17335,CA3710005,2014-12-15,306756131.4,67,84838,78.11,South Coast,SAN DIEGO
17336,CA3710005,2014-11-15,433218904.5,62,84838,105.57,South Coast,SAN DIEGO
17337,CA3710005,2014-10-15,524652695.1,62,84838,123.68,South Coast,SAN DIEGO
17338,CA3710005,2014-09-15,560268209.4,62,84838,136.45,South Coast,SAN DIEGO
17339,CA3710005,2014-08-15,565677336,62,84838,133.35,South Coast,SAN DIEGO
17340,CA3710005,2014-07-15,609308784.9,63,84838,145.97,South Coast,SAN DIEGO
17341,CA3710005,2014-06-15,570369590.4,64,84838,143.39,South Coast,SAN DIEGO
17342,CA3010035,2020-05-15,206296268.1,69.5,53434,100,South Coast,ORANGE
17343,CA3010035,2020-04-15,143602535.7,73.9,53434,66,South Coast,ORANGE
17344,CA3010035,2020-03-15,142494642.3,77,53434,66,South Coast,ORANGE
17345,CA3010035,2020-02-15,155268001.5,79.3,53434,79,South Coast,ORANGE
17346,CA3010035,2020-01-15,150771257.7,78.2,53434,71,South Coast,ORANGE
17347,CA3010035,2019-12-15,131937069.9,73.8,53434,59,South Coast,ORANGE
17348,CA3010035,2019-11-15,180814719.9,70,53434,79,South Coast,ORANGE
17349,CA3010035,2019-10-15,210206480.1,71.7,53434,91,South Coast,ORANGE
17350,CA3010035,2019-09-15,222751743.6,68.6,53434,95,South Coast,ORANGE
17351,CA3010035,2019-08-15,240412867.8,66.7,53434,97,South Coast,ORANGE
17352,CA3010035,2019-07-15,233569996.8,71.9,53434,101,South Coast,ORANGE
17353,CA3010035,2019-06-15,196097131.8,72.5,53434,89,South Coast,ORANGE
17354,CA3010035,2019-05-15,179022539.4,69.5,53434,75,South Coast,ORANGE
17355,CA3010035,2019-04-15,175242667.8,73.9,53434,81,South Coast,ORANGE
17356,CA3010035,2019-03-15,126658283.7,77,53434,59,South Coast,ORANGE
17357,CA3010035,2019-02-15,104924022,79.3,53434,56,South Coast,ORANGE
17358,CA3010035,2019-01-15,134706803.4,78.2,53434,64,South Coast,ORANGE
17359,CA3010035,2018-12-15,139431642.9,73.4,46543,71,South Coast,ORANGE
17360,CA3010035,2018-11-15,175503348.6,70.4,46543,88,South Coast,ORANGE
17361,CA3010035,2018-10-15,191339707.2,70.9,46543,94,South Coast,ORANGE
17362,CA3010035,2018-09-15,214279617.6,68,46543,104,South Coast,ORANGE
17363,CA3010035,2018-08-15,231712646.1,67.4,46543,108,South Coast,ORANGE
17364,CA3010035,2018-07-15,229496859.3,71.8,46543,114,South Coast,ORANGE
17365,CA3010035,2018-06-15,197107269.9,72.1,46543,102,South Coast,ORANGE
17366,CA3010035,2018-05-15,192415015.5,69.8,46543,93,South Coast,ORANGE
17367,CA3010035,2018-04-15,173352732,73.5,46543,91,South Coast,ORANGE
17368,CA3010035,2018-03-15,135488845.8,77.5,46543,73,South Coast,ORANGE
17369,CA3010035,2018-02-15,148457715.6,79,46543,90,South Coast,ORANGE
17370,CA3010035,2018-01-15,154876980.3,78.7,46543,84,South Coast,ORANGE
17371,CA3010035,2017-12-15,175014572.1,73.4,46543,89,South Coast,ORANGE
17372,CA3010035,2017-11-15,173483072.4,70.4,46543,87,South Coast,ORANGE
17373,CA3010035,2017-10-15,203591704.8,70.9,46543,100,South Coast,ORANGE
17374,CA3010035,2017-09-15,201832109.4,68,46543,98,South Coast,ORANGE
17375,CA3010035,2017-08-15,217766223.3,67.4,46543,102,South Coast,ORANGE
17376,CA3010035,2017-07-15,223924807.2,71.8,46543,111,South Coast,ORANGE
17377,CA3010035,2017-06-15,200854556.4,72.1,46543,104,South Coast,ORANGE
17378,CA3010035,2017-05-15,197628631.5,69.8,46543,96,South Coast,ORANGE
17379,CA3010035,2017-04-15,178598933.1,73.5,46543,94,South Coast,ORANGE
17380,CA3010035,2017-03-15,143569950.6,77.5,46543,77,South Coast,ORANGE
17381,CA3010035,2017-02-15,98048565.9,79,46543,59,South Coast,ORANGE
17382,CA3010035,2017-01-15,110724169.8,78.7,46543,60,South Coast,ORANGE
17383,CA3010035,2016-12-15,134055101.4,73.4,46543,68,South Coast,ORANGE
17384,CA3010035,2016-11-15,159960255.9,70.4,46543,81,South Coast,ORANGE
17385,CA3010035,2016-10-15,229464274.2,70.9,46543,113,South Coast,ORANGE
17386,CA3010035,2016-09-15,232527273.6,68,46543,113,South Coast,ORANGE
17387,CA3010035,2016-08-15,211640224.5,67.4,46543,99,South Coast,ORANGE
17388,CA3010035,2016-07-15,214247032.5,71.8,46543,107,South Coast,ORANGE
17389,CA3010035,2016-06-15,182443974.9,72.1,46543,94,South Coast,ORANGE
17390,CA3010035,2016-05-15,175601103.9,69.8,46543,85,South Coast,ORANGE
17391,CA3010035,2016-04-15,157060182,73.5,46543,83,South Coast,ORANGE
17392,CA3010035,2016-03-15,135521430.9,77.5,46543,73,South Coast,ORANGE
17393,CA3010035,2016-02-15,133468569.6,79,46543,78,South Coast,ORANGE
17394,CA3010035,2016-01-15,122617731.3,78.7,46543,67,South Coast,ORANGE
17395,CA3010035,2015-12-15,146013833.1,73.4,46543,74,South Coast,ORANGE
17396,CA3010035,2015-11-15,156082629,70.4,46543,79,South Coast,ORANGE
17397,CA3010035,2015-10-15,166737956.7,70.9,46543,82,South Coast,ORANGE
17398,CA3010035,2015-09-15,169898711.4,68,46543,83,South Coast,ORANGE
17399,CA3010035,2015-08-15,176089880.4,67.4,46543,82,South Coast,ORANGE
17400,CA3010035,2015-07-15,167682924.6,71.8,46543,83,South Coast,ORANGE
17401,CA3010035,2015-06-15,173841508.5,72.1,46543,90,South Coast,ORANGE
17402,CA3010035,2015-05-15,165336797.4,69.8,46543,80,South Coast,ORANGE
17403,CA3010035,2015-04-15,178794443.7,73.5,46543,94,South Coast,ORANGE
17404,CA3010035,2015-03-15,170387487.9,77.5,46543,91,South Coast,ORANGE
17405,CA3010035,2015-02-15,135521430.9,79,46543,82,South Coast,ORANGE
17406,CA3010035,2015-01-15,143765461.2,78.7,46543,78,South Coast,ORANGE
17407,CA3010035,2014-12-15,124833518.1,73.4,46543,63,South Coast,ORANGE
17408,CA3010035,2014-11-15,179543901,70.4,46543,90,South Coast,ORANGE
17409,CA3010035,2014-10-15,212585192.4,70.9,46543,104,South Coast,ORANGE
17410,CA3010035,2014-09-15,234743060.4,68,46543,114,South Coast,ORANGE
17411,CA3010035,2014-08-15,244355664.9,67.4,46543,114,South Coast,ORANGE
17412,CA3010035,2014-07-15,257748141,71.8,46543,128,South Coast,ORANGE
17413,CA3010035,2014-06-15,245659068.9,72.1,46543,127,South Coast,ORANGE
17414,CA1910049,2020-05-15,116654658,81.49,64219,48,South Coast,LOS ANGELES
17415,CA1910049,2020-04-15,102643065,66.11,64219,35,South Coast,LOS ANGELES
17416,CA1910049,2020-03-15,107204979,76.73,64219,41,South Coast,LOS ANGELES
17417,CA1910049,2020-02-15,102643065,68.19,64219,38,South Coast,LOS ANGELES
17418,CA1910049,2020-01-15,105575724,75,64219,40,South Coast,LOS ANGELES
17419,CA1910049,2019-12-15,105901575,65,64219,35,South Coast,LOS ANGELES
17420,CA1910049,2019-11-15,108182532,85.43,64219,48,South Coast,LOS ANGELES
17421,CA1910049,2019-10-15,118609764,66.54,64219,40,South Coast,LOS ANGELES
17422,CA1910049,2019-09-15,118283913,79.75,64219,49,South Coast,LOS ANGELES
17423,CA1910049,2019-08-15,121542423,67.43,64219,41,South Coast,LOS ANGELES
17424,CA1910049,2019-07-15,121216572,77.66,64219,47,South Coast,LOS ANGELES
17425,CA1910049,2019-06-15,113396148,65.45,64219,39,South Coast,LOS ANGELES
17426,CA1910049,2019-05-15,111115191,75.71,64219,42,South Coast,LOS ANGELES
17427,CA1910049,2019-03-15,104924022,75.18,64219,40,South Coast,LOS ANGELES
17428,CA1910049,2019-02-15,93519237,65.72,64219,34,South Coast,LOS ANGELES
17429,CA1910049,2019-01-15,104272320,60.53,64219,32,South Coast,LOS ANGELES
17430,CA1910049,2018-12-15,92541684,66.37,64219,31,South Coast,LOS ANGELES
17431,CA1910049,2018-11-15,105249873,76.47,64219,42,South Coast,LOS ANGELES
17432,CA1910049,2018-10-15,115677105,70.7,64219,41,South Coast,LOS ANGELES
17433,CA1910049,2018-09-15,116980509,78.58,64219,48,South Coast,LOS ANGELES
17434,CA1910049,2018-08-15,126430188,68.4,64219,43,South Coast,LOS ANGELES
17435,CA1910049,2018-07-15,128059443,77.66,64219,50,South Coast,LOS ANGELES
17436,CA1910049,2018-06-15,116002956,66.05,64219,40,South Coast,LOS ANGELES
17437,CA1910049,2018-05-15,114373701,75.19,64219,43,South Coast,LOS ANGELES
17438,CA1910049,2018-04-15,110137638,66.23,64219,38,South Coast,LOS ANGELES
17439,CA1910049,2018-03-15,103620618,75.5,64219,39,South Coast,LOS ANGELES
17440,CA1910049,2018-02-15,99058704,67.69,64219,37,South Coast,LOS ANGELES
17441,CA1910049,2018-01-15,104924022,77.47,64219,41,South Coast,LOS ANGELES
17442,CA1910049,2017-12-15,107204979,62.37,64219,34,South Coast,LOS ANGELES
17443,CA1910049,2017-11-15,108834234,77.09,64219,44,South Coast,LOS ANGELES
17444,CA1910049,2017-10-15,119913168,66.5,64219,40,South Coast,LOS ANGELES
17445,CA1910049,2017-09-15,121216572,78.02,64219,49,South Coast,LOS ANGELES
17446,CA1910049,2017-08-15,129688698,67.09,64219,44,South Coast,LOS ANGELES
17447,CA1910049,2017-07-15,129362847,76.72,64219,50,South Coast,LOS ANGELES
17448,CA1910049,2017-06-15,122194125,63.3,64219,40,South Coast,LOS ANGELES
17449,CA1910049,2017-05-15,124149231,74.98,64219,47,South Coast,LOS ANGELES
17450,CA1910049,2017-04-15,117958062,63.37,64219,39,South Coast,LOS ANGELES
17451,CA1910049,2017-03-15,111115191,75.09,64219,42,South Coast,LOS ANGELES
17452,CA1910049,2017-02-15,93845088,67.56,64219,35,South Coast,LOS ANGELES
17453,CA1910049,2017-01-15,105575724,46.57,64219,25,South Coast,LOS ANGELES
17454,CA1910049,2016-12-15,108834234,64.56,64219,35,South Coast,LOS ANGELES
17455,CA1910049,2016-11-15,109811787,75.28,64219,43,South Coast,LOS ANGELES
17456,CA1910049,2016-10-15,116328807,65.1,64219,38,South Coast,LOS ANGELES
17457,CA1910049,2016-09-15,117306360,75.6,64219,46,South Coast,LOS ANGELES
17458,CA1910049,2016-08-15,123171678,74.27,64219,46,South Coast,LOS ANGELES
17459,CA1910049,2016-07-15,121868274,74.8,64219,46,South Coast,LOS ANGELES
17460,CA1910049,2016-06-15,117632211,62.41,64219,38,South Coast,LOS ANGELES
17461,CA1910049,2016-05-15,115677105,75.29,64219,44,South Coast,LOS ANGELES
17462,CA1910049,2016-04-15,111441042,64.14,64219,37,South Coast,LOS ANGELES
17463,CA1910049,2016-03-15,109485936,75.31,64219,41,South Coast,LOS ANGELES
17464,CA1910049,2016-02-15,106553277,64.14,64219,37,South Coast,LOS ANGELES
17465,CA1910049,2016-01-15,103946469,75.3,64219,39,South Coast,LOS ANGELES
17466,CA1910049,2015-12-15,108508383,64.7,64219,35,South Coast,LOS ANGELES
17467,CA1910049,2015-11-15,108182532,75.48,64219,42,South Coast,LOS ANGELES
