,PWSID,Reporting_Month,Production_Reported,Percent_Residential_Use,Population_Served,R_GPCD_Reported,Hydrologic_Region,County
0,CA0110005,2020-05-15,5449600000,60,1450000,73,San Francisco Bay,ALAMEDA
1,CA0110005,2020-04-15,4441300000,62,1450000,63,San Francisco Bay,ALAMEDA
2,CA0110005,2020-03-15,4440600000,61,1450000,60,San Francisco Bay,ALAMEDA
3,CA0110005,2020-02-15,4095000000,61,1450000,59,San Francisco Bay,ALAMEDA
4,CA0110005,2020-01-15,3837900000,62,1450000,53,San Francisco Bay,ALAMEDA
5,CA0110005,2019-12-15,3871700000,62,1440000,54,San Francisco Bay,ALAMEDA
6,CA0110005,2019-11-15,4877700000,56,1440000,63,San Francisco Bay,ALAMEDA
7,CA0110005,2019-10-15,5646300000,57,1440000,72,San Francisco Bay,ALAMEDA
8,CA0110005,2019-09-15,5916800000,57,1440000,79,San Francisco Bay,ALAMEDA
9,CA0110005,2019-08-15,6459200000,57,1440000,82,San Francisco Bay,ALAMEDA
10,CA0110005,2019-07-15,6317400000,57,1440000,81,San Francisco Bay,ALAMEDA
11,CA0110005,2019-06-15,5880600000,55,1440000,75,San Francisco Bay,ALAMEDA
12,CA0110005,2019-05-15,5203600000,57,1440000,67,San Francisco Bay,ALAMEDA
13,CA0110005,2019-04-15,4465100000,55,1440000,57,San Francisco Bay,ALAMEDA
14,CA0110005,2019-03-15,3950100000,56,1440000,50,San Francisco Bay,ALAMEDA
15,CA0110005,2019-02-15,3535500000,54,1440000,48,San Francisco Bay,ALAMEDA
16,CA0110005,2019-01-15,3859900000,56,1440000,49,San Francisco Bay,ALAMEDA
17,CA0110005,2018-12-15,3905700000,59,1430000,52,San Francisco Bay,ALAMEDA
18,CA0110005,2018-11-15,4671500000,55,1430000,60,San Francisco Bay,ALAMEDA
19,CA0110005,2018-10-15,5592200000,57,1430000,71,San Francisco Bay,ALAMEDA
20,CA0110005,2018-09-15,5870100000,58,1430000,80,San Francisco Bay,ALAMEDA
21,CA0110005,2018-08-15,6361200000,58,1430000,83,San Francisco Bay,ALAMEDA
22,CA0110005,2018-07-15,6377600000,59,1430000,85,San Francisco Bay,ALAMEDA
23,CA0110005,2018-06-15,5866200000,57,1430000,79,San Francisco Bay,ALAMEDA
24,CA0110005,2018-05-15,5416000000,56,1430000,69,San Francisco Bay,ALAMEDA
25,CA0110005,2018-04-15,4184900000,58,1430000,57,San Francisco Bay,ALAMEDA
26,CA0110005,2018-03-15,4006800000,57,1430000,51,San Francisco Bay,ALAMEDA
27,CA0110005,2018-02-15,3925500000,52,1430000,51,San Francisco Bay,ALAMEDA
28,CA0110005,2018-01-15,3881100000,58,1430000,51,San Francisco Bay,ALAMEDA
29,CA0110005,2017-12-15,4258300000,55,1410000,53,San Francisco Bay,ALAMEDA
30,CA0110005,2017-11-15,4229300000,59,1410000,59,San Francisco Bay,ALAMEDA
31,CA0110005,2017-10-15,5703700000,55,1410000,71,San Francisco Bay,ALAMEDA
32,CA0110005,2017-09-15,6039800000,57,1410000,82,San Francisco Bay,ALAMEDA
33,CA0110005,2017-08-15,6444700000,58,1410000,86,San Francisco Bay,ALAMEDA
34,CA0110005,2017-07-15,6531700000,58,1410000,87,San Francisco Bay,ALAMEDA
35,CA0110005,2017-06-15,5952600000,57,1410000,81,San Francisco Bay,ALAMEDA
36,CA0110005,2017-05-15,5551000000,55,1410000,70,San Francisco Bay,ALAMEDA
37,CA0110005,2017-04-15,3958100000,60,1410000,56,San Francisco Bay,ALAMEDA
38,CA0110005,2017-03-15,3884100000,55,1410000,49,San Francisco Bay,ALAMEDA
39,CA0110005,2017-02-15,3403300000,54,1410000,47,San Francisco Bay,ALAMEDA
40,CA0110005,2017-01-15,3747100000,55,1410000,47,San Francisco Bay,ALAMEDA
41,CA0110005,2016-12-15,3767400000,55,1400000,52,San Francisco Bay,ALAMEDA
42,CA0110005,2016-11-15,3839100000,58,1400000,52,San Francisco Bay,ALAMEDA
43,CA0110005,2016-10-15,4689900000,58,1400000,63,San Francisco Bay,ALAMEDA
44,CA0110005,2016-09-15,5636200000,56,1400000,75,San Francisco Bay,ALAMEDA
45,CA0110005,2016-08-15,6007500000,58,1400000,80,San Francisco Bay,ALAMEDA
46,CA0110005,2016-07-15,6056600000,58,1400000,81,San Francisco Bay,ALAMEDA
47,CA0110005,2016-06-15,5675900000,56,1400000,75,San Francisco Bay,ALAMEDA
48,CA0110005,2016-05-15,4959300000,57,1400000,66,San Francisco Bay,ALAMEDA
49,CA0110005,2016-04-15,4018800000,57,1400000,55,San Francisco Bay,ALAMEDA
50,CA0110005,2016-03-15,3765600000,56,1400000,49,San Francisco Bay,ALAMEDA
51,CA0110005,2016-02-15,3625400000,53,1400000,47,San Francisco Bay,ALAMEDA
52,CA0110005,2016-01-15,3736400000,54,1400000,47,San Francisco Bay,ALAMEDA
53,CA0110005,2015-12-15,3713800000,56,1390000,48,San Francisco Bay,ALAMEDA
54,CA0110005,2015-11-15,3875900000,57,1390000,53,San Francisco Bay,ALAMEDA
55,CA0110005,2015-10-15,4881000000,55,1390000,63,San Francisco Bay,ALAMEDA
56,CA0110005,2015-09-15,5060700000,57,1390000,69,San Francisco Bay,ALAMEDA
57,CA0110005,2015-08-15,5250500000,58,1390000,71,San Francisco Bay,ALAMEDA
58,CA0110005,2015-07-15,5148500000,80,1390000,70,San Francisco Bay,ALAMEDA
59,CA0110005,2015-06-15,4778200000,74,1390000,67,San Francisco Bay,ALAMEDA
60,CA0110005,2015-05-15,4657700000,73,1390000,64,San Francisco Bay,ALAMEDA
61,CA0110005,2015-04-15,4456900000,68,1390000,62,San Francisco Bay,ALAMEDA
62,CA0110005,2015-03-15,4650200000,67,1390000,59,San Francisco Bay,ALAMEDA
63,CA0110005,2015-02-15,3765900000,58,1390000,56,San Francisco Bay,ALAMEDA
64,CA0110005,2015-01-15,4096200000,62,1390000,54,San Francisco Bay,ALAMEDA
65,CA0110005,2014-12-15,3771200000,61,1379000,54,San Francisco Bay,ALAMEDA
66,CA0110005,2014-11-15,4103300000,47,1379000,59,San Francisco Bay,ALAMEDA
67,CA0110005,2014-10-15,5222100000,59,1379000,72,San Francisco Bay,ALAMEDA
68,CA0110005,2014-09-15,5485600000,63,1379000,83,San Francisco Bay,ALAMEDA
69,CA0110005,2014-08-15,6020600000,62,1379000,88,San Francisco Bay,ALAMEDA
70,CA0110005,2014-07-15,6177100000,64,1379000,93,San Francisco Bay,ALAMEDA
71,CA0110005,2014-06-15,6354400000,59,1379000,91,San Francisco Bay,ALAMEDA
72,CA4010011,2020-05-15,27554380,79.19,10439,67.43,Central Coast,SAN LUIS OBISPO
73,CA4010011,2020-04-15,24179266,79.05,10439,61.03,Central Coast,SAN LUIS OBISPO
74,CA4010011,2020-03-15,21373570,69.08,10439,45.62,Central Coast,SAN LUIS OBISPO
75,CA4010011,2020-02-15,25961833,72.49,10439,62.17,Central Coast,SAN LUIS OBISPO
76,CA4010011,2020-01-15,24449059,71.93,10439,54.34,Central Coast,SAN LUIS OBISPO
77,CA4010011,2019-12-15,27264815,70.78,10439,59.64,Central Coast,SAN LUIS OBISPO
78,CA4010011,2019-11-15,30379650,68.6,10439,66.55,Central Coast,SAN LUIS OBISPO
79,CA4010011,2019-10-15,28876282,67.7,10439,60.41,Central Coast,SAN LUIS OBISPO
80,CA4010011,2019-09-15,30703156,68.87,10439,65.61,Central Coast,SAN LUIS OBISPO
81,CA4010011,2019-08-15,38470150,68.13,10439,70.77,Central Coast,SAN LUIS OBISPO
82,CA4010011,2019-07-15,29704576,69,10439,71.04,Central Coast,SAN LUIS OBISPO
83,CA4010011,2019-06-15,29279113,69.75,10439,65.11,Central Coast,SAN LUIS OBISPO
84,CA4010011,2019-05-15,27840167,69.06,10439,59.41,Central Coast,SAN LUIS OBISPO
85,CA4010011,2019-04-15,27308985,69.29,10503,60.06,Central Coast,SAN LUIS OBISPO
86,CA4010011,2019-03-15,23495366,71.9,10503,51.89,Central Coast,SAN LUIS OBISPO
87,CA4010011,2019-02-15,20884974,73.19,10503,51.98,Central Coast,SAN LUIS OBISPO
88,CA4010011,2019-01-15,23889505,69.64,10503,51.1,Central Coast,SAN LUIS OBISPO
89,CA4010011,2018-12-15,23715270,70.47,10503,51.33,Central Coast,SAN LUIS OBISPO
90,CA4010011,2018-11-15,29599645,68.25,10503,62.04,Central Coast,SAN LUIS OBISPO
91,CA4010011,2018-10-15,27369503,66.11,10503,57.42,Central Coast,SAN LUIS OBISPO
92,CA4010011,2018-09-15,27169488,64.9,10503,57.76,Central Coast,SAN LUIS OBISPO
93,CA4010011,2018-08-15,30419904,66.99,10503,62.59,Central Coast,SAN LUIS OBISPO
94,CA4010011,2018-07-15,31771008,68.3,10503,66.64,Central Coast,SAN LUIS OBISPO
95,CA4010011,2018-06-15,28408390,70.49,10284,64.91,Central Coast,SAN LUIS OBISPO
96,CA4010011,2018-05-15,27097595,70.31,10284,59.76,Central Coast,SAN LUIS OBISPO
97,CA4010011,2018-04-15,23529100,70.34,10284,57.48,Central Coast,SAN LUIS OBISPO
98,CA4010011,2018-03-15,23617122,70.02,10284,51.87,Central Coast,SAN LUIS OBISPO
99,CA4010011,2018-02-15,24648804,71,10284,54.9,Central Coast,SAN LUIS OBISPO
100,CA4010011,2018-01-15,26018454,70.34,10284,57.4,Central Coast,SAN LUIS OBISPO
101,CA4010011,2017-12-15,28257079,68.1,10284,66.45,Central Coast,SAN LUIS OBISPO
102,CA4010011,2017-11-15,27459086,73.2,10284,65.15,Central Coast,SAN LUIS OBISPO
103,CA4010011,2017-10-15,31108938,65,10284,63.43,Central Coast,SAN LUIS OBISPO
104,CA4010011,2017-09-15,30489707,66,10284,63.21,Central Coast,SAN LUIS OBISPO
105,CA4010011,2017-08-15,31917705,64.5,10284,66.6,Central Coast,SAN LUIS OBISPO
106,CA4010011,2017-07-15,34161476,65.06,10284,69.72,Central Coast,SAN LUIS OBISPO
107,CA4010011,2017-06-15,30551803,65.9,10284,63.15,Central Coast,SAN LUIS OBISPO
108,CA4010011,2017-05-15,27673511,69.02,10284,59.91,Central Coast,SAN LUIS OBISPO
109,CA4010011,2017-04-15,24978717,70.3,10284,56.91,Central Coast,SAN LUIS OBISPO
110,CA4010011,2017-03-15,24189276,71.44,10284,54.2,Central Coast,SAN LUIS OBISPO
111,CA4010011,2017-02-15,20460522,78,10284,55.56,Central Coast,SAN LUIS OBISPO
112,CA4010011,2017-01-15,23003451,70.8,10284,72.16,Central Coast,SAN LUIS OBISPO
113,CA4010011,2016-12-15,22579461,69.59,10284,49.29,Central Coast,SAN LUIS OBISPO
114,CA4010011,2016-11-15,25063428,67.55,10284,53.1,Central Coast,SAN LUIS OBISPO
115,CA4010011,2016-10-15,28539498,65.12,10608,10284,Central Coast,SAN LUIS OBISPO
116,CA4010011,2016-09-15,28777427,65.05,10284,60.67,Central Coast,SAN LUIS OBISPO
117,CA4010011,2016-08-15,30608028,65.24,10284,62.64,Central Coast,SAN LUIS OBISPO
118,CA4010011,2016-07-15,31975594,66.44,10284,66.63,Central Coast,SAN LUIS OBISPO
119,CA4010011,2016-06-15,29421802,66.45,10284,63.37,Central Coast,SAN LUIS OBISPO
120,CA4010011,2016-05-15,28468458,65.2,10284,58.2,Central Coast,SAN LUIS OBISPO
121,CA4010011,2016-04-15,25679413,67.4,10284,54.32,Central Coast,SAN LUIS OBISPO
122,CA4010011,2016-03-15,24876688,69,10284,53.81,Central Coast,SAN LUIS OBISPO
123,CA4010011,2016-02-15,23427690,70.72,10284,51.97,Central Coast,SAN LUIS OBISPO
124,CA4010011,2016-01-15,24343394,68.3,10284,52.15,Central Coast,SAN LUIS OBISPO
125,CA4010011,2015-12-15,25226154,67,10234,53.46,Central Coast,SAN LUIS OBISPO
126,CA4010011,2015-11-15,28815483,64.65,10234,60.68,Central Coast,SAN LUIS OBISPO
127,CA4010011,2015-10-15,29133677,64.6,10234,59.32,Central Coast,SAN LUIS OBISPO
128,CA4010011,2015-09-15,30354644,61.4,10234,60.7,Central Coast,SAN LUIS OBISPO
129,CA4010011,2015-08-15,32579005,62.5,10234,64.2,Central Coast,SAN LUIS OBISPO
130,CA4010011,2015-07-15,32318984,63.3,10234,64.5,Central Coast,SAN LUIS OBISPO
131,CA4010011,2015-06-15,32189607,63,10234,66,Central Coast,SAN LUIS OBISPO
132,CA4010011,2015-05-15,29893170,64,10234,60.26,Central Coast,SAN LUIS OBISPO
133,CA4010011,2015-04-15,29362580,65.65,10234,62.79,Central Coast,SAN LUIS OBISPO
134,CA4010011,2015-03-15,29893871,69,10234,52.61,Central Coast,SAN LUIS OBISPO
135,CA4010011,2015-02-15,25004393,69,10234,60.27,Central Coast,SAN LUIS OBISPO
136,CA4010011,2015-01-15,29586922,71,10234,66,Central Coast,SAN LUIS OBISPO
137,CA4010011,2014-12-15,26365763,68,10234,57,Central Coast,SAN LUIS OBISPO
138,CA4010011,2014-11-15,27062107,67,10234,59,Central Coast,SAN LUIS OBISPO
139,CA4010011,2014-10-15,32547457,65,10234,67,Central Coast,SAN LUIS OBISPO
140,CA4010011,2014-09-15,32804911,65,10234,69,Central Coast,SAN LUIS OBISPO
141,CA3010037,2020-04-15,365272454,68.5,79367,105.15,South Coast,ORANGE
142,CA3010037,2020-03-15,329158387.7,80.9,79367,108.23,South Coast,ORANGE
143,CA3010037,2020-02-15,524388755.8,51.9,79367,118.22,South Coast,ORANGE
144,CA3010037,2020-01-15,385794550,71.2,79367,111.61,South Coast,ORANGE
145,CA3010037,2019-12-15,285553006.8,79.6,79367,92.36,South Coast,ORANGE
146,CA3010037,2019-11-15,496802210.1,73.3,79367,152.95,South Coast,ORANGE
147,CA3010037,2019-10-15,625376497.7,80.2,79367,203.75,South Coast,ORANGE
148,CA3010037,2019-09-15,647876509.3,61.1,79367,166.28,South Coast,ORANGE
149,CA3010037,2019-08-15,700970671.2,72,79367,205.24,South Coast,ORANGE
150,CA3010037,2019-07-15,664726264.5,58.7,80067,158.71,South Coast,ORANGE
151,CA3010037,2019-06-15,558117592.8,55.9,80067,129.95,South Coast,ORANGE
152,CA3010037,2019-05-15,467951362.6,82.2,80067,154.98,South Coast,ORANGE
153,CA3010037,2019-04-15,499109235.2,51.3,80067,106.63,South Coast,ORANGE
154,CA3010037,2019-03-15,284487474.1,56.3,80067,64.55,South Coast,ORANGE
155,CA3010037,2019-02-15,196422982.8,88.6,80067,77.61,South Coast,ORANGE
156,CA3010037,2019-01-15,319164537.5,98,80067,126.05,South Coast,ORANGE
157,CA3010037,2018-12-15,319386116.2,70.5,80067,90.7,South Coast,ORANGE
158,CA3010037,2018-11-15,506828645.4,80.4,80067,169.66,South Coast,ORANGE
159,CA3010037,2018-10-15,580927162.8,68.7,80067,160.86,South Coast,ORANGE
160,CA3010037,2018-09-15,655025680.2,64.9,80067,176.95,South Coast,ORANGE
161,CA3010037,2018-08-15,744178513.8,73.3,80067,219.71,South Coast,ORANGE
162,CA3010037,2018-07-15,741995312.1,56.3,79354,169.77,South Coast,ORANGE
163,CA3010037,2018-06-15,626709228.3,57.5,79354,151.26,South Coast,ORANGE
164,CA3010037,2018-05-15,593700522,75.4,79354,181.89,South Coast,ORANGE
165,CA3010037,2018-04-15,542219322.5,48.6,79176,110.96,South Coast,ORANGE
166,CA3010037,2018-03-15,344114948.6,74.7,79176,104.71,South Coast,ORANGE
167,CA3010037,2018-02-15,441348887,74.4,79176,148.1,South Coast,ORANGE
168,CA3010037,2018-01-15,424600145.6,74.6,79176,129.08,South Coast,ORANGE
169,CA3010037,2017-12-15,528051321,63.6,79176,136.93,South Coast,ORANGE
170,CA3010037,2017-11-15,508262389.8,82.4,79176,176.24,South Coast,ORANGE
171,CA3010037,2017-10-15,630032908.5,63,79176,161.61,South Coast,ORANGE
172,CA3010037,2017-09-15,622603505.7,65.1,79176,170.56,South Coast,ORANGE
173,CA3010037,2017-08-15,591810586.2,74,71796,155.76,South Coast,ORANGE
174,CA3010037,2017-07-15,610446004.9,74,79176,184.04,South Coast,ORANGE
175,CA3010037,2017-06-15,546836631.2,74,79176,170.36,South Coast,ORANGE
176,CA3010037,2017-05-15,522495561.5,74,71796,157.53,South Coast,ORANGE
177,CA3010037,2017-04-15,478173308.5,74,79176,148.97,South Coast,ORANGE
178,CA3010037,2017-03-15,376126550.8,74,79176,113.4,South Coast,ORANGE
179,CA3010037,2017-02-15,189756071.3,74,79176,63.34,South Coast,ORANGE
180,CA3010037,2017-01-15,206146376.6,74,79176,62.15,South Coast,ORANGE
181,CA3010037,2016-12-15,414107743.3,74,78539,95.65,South Coast,ORANGE
182,CA3010037,2016-11-15,414107743.3,74,78539,125.86,South Coast,ORANGE
183,CA3010037,2016-10-15,474585689,74,78539,144.24,South Coast,ORANGE
184,CA3010037,2016-09-15,537357625.6,74,78539,168.77,South Coast,ORANGE
185,CA3010037,2016-08-15,584491972.7,74,71796,177.65,South Coast,ORANGE
186,CA3010037,2016-07-15,556436201.6,74,78539,169.12,South Coast,ORANGE
187,CA3010037,2016-06-15,475325370.7,74,78539,149.29,South Coast,ORANGE
188,CA3010037,2016-05-15,439348161.8,74,78539,133.53,South Coast,ORANGE
189,CA3010037,2016-04-15,373493674.7,74,78539,117.3,South Coast,ORANGE
190,CA3010037,2016-03-15,294253228.5,74,78539,89.43,South Coast,ORANGE
191,CA3010037,2016-02-15,314436439.5,74,78539,102.16,South Coast,ORANGE
192,CA3010037,2016-01-15,258683333.4,74,78539,78.62,South Coast,ORANGE
193,CA3010037,2015-12-15,327099009.3,74,73990,107.7,South Coast,ORANGE
194,CA3010037,2015-11-15,382389407,74,73990,130.1,South Coast,ORANGE
195,CA3010037,2015-10-15,412194998,74,72500,135.72,South Coast,ORANGE
196,CA3010037,2015-09-15,410318096.2,74,72500,139.6,South Coast,ORANGE
197,CA3010037,2015-08-15,449664604.5,74,72500,148.05,South Coast,ORANGE
198,CA3010037,2015-07-15,433362278.9,74,72500,143,South Coast,ORANGE
199,CA3010037,2015-06-15,442440487.8,74,72500,150.53,South Coast,ORANGE
200,CA3010037,2015-05-15,398597235.8,74,73500,131.24,South Coast,ORANGE
201,CA3010037,2015-04-15,463438326.2,74,72500,152.59,South Coast,ORANGE
202,CA3010037,2015-03-15,280427370.6,100,73990,124.95,South Coast,ORANGE
203,CA3010037,2015-02-15,406694633.1,75,72399,150.47,South Coast,ORANGE
204,CA3010037,2015-01-15,400242783.3,80,72399,142.67,South Coast,ORANGE
205,CA3010037,2014-12-15,280948732.2,76,72399,95.14,South Coast,ORANGE
206,CA3010037,2014-11-15,495391275.3,74,72399,168.78,South Coast,ORANGE
207,CA3010037,2014-10-15,626546302.8,72,72399,201,South Coast,ORANGE
208,CA3010037,2014-09-15,676890282.3,71,72399,221.27,South Coast,ORANGE
209,CA1910065,2020-05-15,1423968870,60,498712,55,South Coast,LOS ANGELES
210,CA1910065,2020-04-15,1234975290,69,498448,57,South Coast,LOS ANGELES
211,CA1910065,2020-03-15,1209558912,73,498183,57,South Coast,LOS ANGELES
212,CA1910065,2020-02-15,1252245393,58,497919,51,South Coast,LOS ANGELES
213,CA1910065,2020-01-15,1256155605,63,497654,55,South Coast,LOS ANGELES
214,CA1910065,2019-12-15,1219008591,73,497390,58,South Coast,LOS ANGELES
215,CA1910065,2019-11-15,1468936308,57,479209,56,South Coast,LOS ANGELES
216,CA1910065,2019-10-15,1531499700,68,496861,68,South Coast,LOS ANGELES
217,CA1910065,2019-09-15,1529544594,64,496596,66,South Coast,LOS ANGELES
218,CA1910065,2019-08-15,1591782135,65,496332,67,South Coast,LOS ANGELES
219,CA1910065,2019-07-15,1563107247,67,496067,68,South Coast,LOS ANGELES
220,CA1910065,2019-06-15,1409957277,61,495803,58,South Coast,LOS ANGELES
221,CA1910065,2019-05-15,1363360584,68,495538,64,South Coast,LOS ANGELES
222,CA1910065,2019-04-15,1330449633,66,495274,59,South Coast,LOS ANGELES
223,CA1910065,2019-03-15,1190333703,64,495009,50,South Coast,LOS ANGELES
224,CA1910065,2019-02-15,1024475544,68,494745,50,South Coast,LOS ANGELES
225,CA1910065,2019-01-15,1188378597,74,494480,57,South Coast,LOS ANGELES
226,CA1910065,2018-12-15,1215750081,71,493687,57,South Coast,LOS ANGELES
227,CA1910065,2018-11-15,1350326544,66,493687,60,South Coast,LOS ANGELES
228,CA1910065,2018-10-15,1428530784,73,493687,69,South Coast,LOS ANGELES
229,CA1910065,2018-09-15,1511622789,63,493422,64,South Coast,LOS ANGELES
230,CA1910065,2018-08-15,1681391160,64,493158,71,South Coast,LOS ANGELES
231,CA1910065,2018-07-15,1695076902,62,492893,68,South Coast,LOS ANGELES
232,CA1910065,2018-06-15,1511948640,65,492629,67,South Coast,LOS ANGELES
233,CA1910065,2018-05-15,1490768325,65,492364,64,South Coast,LOS ANGELES
234,CA1910065,2018-04-15,1405721214,60,492100,57,South Coast,LOS ANGELES
235,CA1910065,2018-03-15,1251267840,71,491835,59,South Coast,LOS ANGELES
236,CA1910065,2018-02-15,1218356889,65,491571,57,South Coast,LOS ANGELES
237,CA1910065,2018-01-15,1297864533,74,491306,63,South Coast,LOS ANGELES
238,CA1910065,2017-12-15,1409305575,68,491042,63,South Coast,LOS ANGELES
239,CA1910065,2017-11-15,1383889197,67,490777,63,South Coast,LOS ANGELES
240,CA1910065,2017-10-15,1518139809,62,490513,62,South Coast,LOS ANGELES
241,CA1910065,2017-09-15,1500869706,68,490248,69,South Coast,LOS ANGELES
242,CA1910065,2017-08-15,1620131172,67,489984,72,South Coast,LOS ANGELES
243,CA1910065,2017-07-15,1599928410,63,489719,66,South Coast,LOS ANGELES
244,CA1910065,2017-06-15,1501847259,70,489455,72,South Coast,LOS ANGELES
245,CA1910065,2017-05-15,1490768325,66,489190,65,South Coast,LOS ANGELES
246,CA1910065,2017-04-15,1391383770,70,488926,67,South Coast,LOS ANGELES
247,CA1910065,2017-03-15,1286459748,69,488661,59,South Coast,LOS ANGELES
248,CA1910065,2017-02-15,1052498730,63,488397,48,South Coast,LOS ANGELES
249,CA1910065,2017-01-15,1172411898,71,488132,55,South Coast,LOS ANGELES
250,CA1910065,2016-12-15,1258762413,73,487868,60,South Coast,LOS ANGELES
251,CA1910065,2016-11-15,1344135375,64,487603,59,South Coast,LOS ANGELES
252,CA1910065,2016-10-15,1489790772,65,487339,65,South Coast,LOS ANGELES
253,CA1910065,2016-09-15,1518465660,64,487074,67,South Coast,LOS ANGELES
254,CA1910065,2016-08-15,1598950857,69,486810,73,South Coast,LOS ANGELES
255,CA1910065,2016-07-15,1597973304,61,478306,65,South Coast,LOS ANGELES
256,CA1910065,2016-06-15,1487509815,68,486281,69,South Coast,LOS ANGELES
257,CA1910065,2016-05-15,1438306314,59,486016,56,South Coast,LOS ANGELES
258,CA1910065,2016-04-15,1344461226,63,485752,58,South Coast,LOS ANGELES
259,CA1910065,2016-03-15,1300471341,69,485487,61,South Coast,LOS ANGELES
260,CA1910065,2016-02-15,1253222946,60,485223,54,South Coast,LOS ANGELES
261,CA1910065,2016-01-15,1228784121,66,484958,55,South Coast,LOS ANGELES
262,CA1910065,2015-12-15,1329472080,73,484694,66,South Coast,LOS ANGELES
263,CA1910065,2015-11-15,1358472819,56,484429,53,South Coast,LOS ANGELES
264,CA1910065,2015-10-15,1452317907,68,484165,67,South Coast,LOS ANGELES
265,CA1910065,2015-09-15,1448407695,68,483900,69,South Coast,LOS ANGELES
266,CA1910065,2015-08-15,1513577895,58,483636,60,South Coast,LOS ANGELES
267,CA1910065,2015-07-15,1478711838,69,483371,69,South Coast,LOS ANGELES
268,CA1910065,2015-06-15,1423317168,69,483107,69,South Coast,LOS ANGELES
269,CA1910065,2015-05-15,1392361323,62,482842,59,South Coast,LOS ANGELES
270,CA1910065,2015-04-15,1514229597,61,482578,65,South Coast,LOS ANGELES
271,CA1910065,2015-03-15,1503150663,58,482313,59,South Coast,LOS ANGELES
272,CA1910065,2015-02-15,1292325066,67,482049,66,South Coast,LOS ANGELES
273,CA1910065,2015-01-15,1364989839,65,481784,60,South Coast,LOS ANGELES
274,CA1910065,2014-12-15,1302100596,71,481607,63,South Coast,LOS ANGELES
275,CA1910065,2014-11-15,1456879821,65,481430,67,South Coast,LOS ANGELES
276,CA1910065,2014-10-15,1614591705,61,481253,67,South Coast,LOS ANGELES
277,CA1910065,2014-09-15,1666076163,68,481076,79,South Coast,LOS ANGELES
278,CA1910065,2014-08-15,1715279664,64,480899,75,South Coast,LOS ANGELES
279,CA1910065,2014-07-15,1746235509,70,480722,83,South Coast,LOS ANGELES
280,CA1910065,2014-06-15,1691166690,64,480545,76,South Coast,LOS ANGELES
281,CA2410005,2020-05-15,277365000,51,41923,108,San Joaquin River,MERCED
282,CA2410005,2020-04-15,194109000,54,41923,84,San Joaquin River,MERCED
283,CA2410005,2020-03-15,169832000,59,41898,77,San Joaquin River,MERCED
284,CA2410005,2020-02-15,144716000,59,41898,70,San Joaquin River,MERCED
285,CA2410005,2020-01-15,120163000,67,41898,61,San Joaquin River,MERCED
286,CA2410005,2019-12-15,125828000,75,41898,73,San Joaquin River,MERCED
287,CA2410005,2019-11-15,185636000,75,41898,111,San Joaquin River,MERCED
288,CA2410005,2019-10-15,229943000,67,41898,116,San Joaquin River,MERCED
289,CA2410005,2019-09-15,256102000,70,41898,144,San Joaquin River,MERCED
290,CA2410005,2019-08-15,303805000,62,41898,145,San Joaquin River,MERCED
291,CA2410005,2019-07-15,303086000,58,41898,135,San Joaquin River,MERCED
292,CA2410005,2019-06-15,283984000,53,41898,119,San Joaquin River,MERCED
293,CA2410005,2019-05-15,238481000,31,40986,58,San Joaquin River,MERCED
294,CA2410005,2019-04-15,191131000,48,40986,74,San Joaquin River,MERCED
295,CA2410005,2019-03-15,122116000,57,40986,54,San Joaquin River,MERCED
296,CA2410005,2019-02-15,100496000,77,40986,68,San Joaquin River,MERCED
297,CA2410005,2019-01-15,114112000,72,40986,64,San Joaquin River,MERCED
298,CA2410005,2018-12-15,118101000,81,40986,75,San Joaquin River,MERCED
299,CA2410005,2018-11-15,168912000,79,40986,108,San Joaquin River,MERCED
300,CA2410005,2018-10-15,229060000,67,40986,120,San Joaquin River,MERCED
301,CA2410005,2018-09-15,265832000,65,40986,142,San Joaquin River,MERCED
302,CA2410005,2018-08-15,306207000,62,40986,149,San Joaquin River,MERCED
303,CA2410005,2018-07-15,315888000,56,40986,136,San Joaquin River,MERCED
304,CA2410005,2018-06-15,288782000,56,40986,131,San Joaquin River,MERCED
305,CA2410005,2018-05-15,252428000,51,40986,101,San Joaquin River,MERCED
306,CA2410005,2018-04-15,168531000,56,40986,76,San Joaquin River,MERCED
307,CA2410005,2018-03-15,126513000,65,39993,66,San Joaquin River,MERCED
308,CA2410005,2018-02-15,129407000,66,39993,76,San Joaquin River,MERCED
309,CA2410005,2018-01-15,125788000,73,39993,74,San Joaquin River,MERCED
310,CA2410005,2017-12-15,141429000,69,39993,78,San Joaquin River,MERCED
311,CA2410005,2017-11-15,161346000,80,39993,107,San Joaquin River,MERCED
312,CA2410005,2017-10-15,223304000,68,39993,122,San Joaquin River,MERCED
313,CA2410005,2017-09-15,257787000,70,39993,146,San Joaquin River,MERCED
314,CA2410005,2017-08-15,301932000,60,39993,146,San Joaquin River,MERCED
315,CA2410005,2017-07-15,312218000,57,39993,143,San Joaquin River,MERCED
316,CA2410005,2017-06-15,275057000,58,39993,132,San Joaquin River,MERCED
317,CA2410005,2017-05-15,237551000,48,39993,90,San Joaquin River,MERCED
318,CA2410005,2017-04-15,151778000,58,37168,78,San Joaquin River,MERCED
319,CA2410005,2017-03-15,135364000,52,37168,61,San Joaquin River,MERCED
320,CA2410005,2017-02-15,103673000,70,37168,69,San Joaquin River,MERCED
